gene_id	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
ENSG00000136144.14	979.512	764.987	1060.869	637.877	1510.386	1357.654	1024.055	794.762
ENSG00000136146.17	659.989	648.127	804.814	551.728	729.902	895.136	550.462	675.96
ENSG00000136147.20	547.71	575.271	676.221	455.129	731.341	865.748	451.273	564.242
ENSG00000136149.6	13.161	10.83	6.648	1.367	4.614	2.859	1.724	6.798
ENSG00000136152.17	631.974	570.835	688.154	401.374	717.595	793.498	538.102	534.864
ENSG00000136153.23	2117.926	2035.918	5347.11	3331.015	3403.623	8895.875	3130.981	3559.259
ENSG00000136155.19	0	0	0	0	0	0	0	0
ENSG00000136156.17	11496.117	15567.538	15758.501	12657.74	13256.534	20264.593	13199.416	19974.898
ENSG00000136158.14	210.003	267	215.254	207.009	214.309	340.5	209.326	396.338
ENSG00000136159.6	265.314	266.372	308.48	161.706	266.646	346.197	223.708	189.81
ENSG00000136160.19	487.185	897	235	160.016	1192	1765.01	300	467
ENSG00000136161.15	317.655	361.334	350.156	228.222	341.638	430.557	322.047	347.008
ENSG00000136167.17	18	10	8	1	0	0	6	4
ENSG00000136169.19	472.079	409.211	568.779	342.645	542.175	593.615	428.001	420.212
ENSG00000136193.19	4162.539	4485.738	4862.473	3721.103	4714.415	7517.789	4361.651	6698.157
ENSG00000136197.16	132.959	144.344	62.123	89.762	101.915	96.286	129.189	88.92
ENSG00000136205.20	8605.348	5522.12	13246.83	7203.233	8959.9	13364.049	7656.708	8105.436
ENSG00000136206.5	2.455	1.548	14.055	1.337	3.146	6.597	6.941	4.189
ENSG00000136213.12	506.011	606.823	616.324	381.29	612.06	755.214	477.815	669.023
ENSG00000136231.16	250.696	254.922	228.28	157.8	717.442	948.789	290.473	422.737
ENSG00000136235.19	33016.948	19558.233	35531.415	16373.176	36275.932	31747.1	26340.452	21812.142
ENSG00000136237.21	30.802	47.799	31.336	154.666	47.863	278.384	51.901	252.088
ENSG00000136238.22	4700.779	5010.352	5576.873	4136.616	5523.12	7778.542	4065.832	5363.802
ENSG00000136240.12	5275.914	4159.399	5598.739	3469.066	5269.941	7303.207	4818.871	4238.305
ENSG00000136243.20	302.103	243.087	308.311	219.244	326.478	388.823	290.922	289.085
ENSG00000136244.14	236.96	61	227.008	84.001	284.467	379.569	143.001	72.001
ENSG00000136247.17	750.742	753.107	827.305	496.574	848.084	1038.481	636.963	686.069
ENSG00000136250.15	6.498	2.486	0	4.106	8.607	5.989	5.594	7.548
ENSG00000136261.18	531.022	432.964	489.871	164.441	631.706	488.039	410.694	267.584
ENSG00000136267.16	2.5	4.551	26.225	2.839	34.558	12.557	25.181	5.235
ENSG00000136270.16	576.402	737.815	539.7	419.379	576.686	1035.908	433.096	620.942
ENSG00000136271.13	775.882	789.041	773.459	495.91	870.191	1192.221	644.005	711.619
ENSG00000136273.16	261.911	216.619	310.089	167.797	401.209	450.573	226.114	249.594
ENSG00000136274.10	342	307	530	235.99	438	455.942	300.026	340
ENSG00000136275.10	5	1	5	3.093	0	1.011	3	0
ENSG00000136279.23	2108.369	1690.082	2289.744	1255.237	2251.109	3288.267	1719.943	1779.291
ENSG00000136280.19	687.322	634.862	723.218	422.257	756.075	1007.066	603.099	607.393
ENSG00000136286.18	0	0	0	0	0	0	0	0
ENSG00000136295.18	3124.604	1438.538	2538.305	800.848	3886.256	3286.115	2563.407	1538.632
ENSG00000136297.18	0.827	4.17	9.509	0.989	8.756	5.097	7.031	3.431
ENSG00000136305.14	0	29.653	27.148	13.789	14.769	0	5.611	7.857
ENSG00000136315.7	0	0	0	0	0	0	0	0
ENSG00000136319.14	265.297	182.697	303.47	150.021	365.618	377.533	234.144	228.789
ENSG00000136327.7	0	0	0	1	0	0	0	0
ENSG00000136352.21	0	0	0	0	0	0	0	0
ENSG00000136367.16	63.147	30	87	31	58.833	48.428	63	45
ENSG00000136371.13	115.732	148.255	123.225	71.378	117.742	175.679	90.997	67.804
ENSG00000136378.17	1201.096	1237.5	2125.355	2015.289	1260.16	3049.502	1345.308	2600.351
ENSG00000136379.14	373	499.649	444.985	401.382	483.118	1006.452	444.725	580.814
ENSG00000136381.15	1165.51	989.995	1342.411	813.167	1322.705	1675.994	961.834	1087.855
ENSG00000136383.9	11.615	177.963	21.854	101.998	18.265	40.939	21.964	126.084
ENSG00000136404.18	18.169	17.536	47.481	37.7	34.907	109.795	14.704	24.776
ENSG00000136425.16	69.321	56	85.504	30	60	63.409	87	55.999
ENSG00000136436.18	1805.732	3317.766	2748.971	3951.064	2681.392	5477.585	1931.698	4816.705
ENSG00000136444.12	549.197	464.999	511.47	249.999	486.944	472.031	508.002	360.001
ENSG00000136448.15	3045.485	2877.869	3595.012	1944.291	3958.177	4738.481	2597.489	2968.059
ENSG00000136449.18	42.092	35.751	38.835	21.566	20.415	37.14	48.106	56.814
ENSG00000136450.14	2629.755	2176.479	2867.62	1682.422	3008.816	4205.553	2437.428	2196.62
ENSG00000136451.11	1641.985	1561.339	1872.759	1233.147	2063.212	2501.863	1292.381	1663.776
ENSG00000136457.12	17.603	21.026	26	7	15.147	26	24	22.024
ENSG00000136463.11	253.112	180.851	310.837	165.34	338.127	310.184	212.889	178.959
ENSG00000136478.11	1580.28	3255.779	2487.197	4178.589	2258.369	7678.436	2179.53	6362.491
ENSG00000136485.16	1805.603	1543.962	1917.426	1198.055	2149.319	3072.265	1597.076	1578.166
ENSG00000136487.19	0	0	0	0	0	0	0	0
ENSG00000136488.16	0	0	0	0	0	0	1	0
ENSG00000136490.11	63.187	56.378	72.317	36.161	81.55	86.268	68.045	56.005
ENSG00000136492.12	105.566	102.798	139.976	72.053	117.567	186.919	105.958	89.172
ENSG00000136504.16	796.627	595.539	918.765	490.717	942.735	908.278	690.67	700.805
ENSG00000136514.4	85	44	93.042	44	35	24	56	50
ENSG00000136518.19	523.524	471.438	495.75	310.396	597.2	705.725	370.844	372.214
ENSG00000136521.15	847.178	710.311	1048.624	649.074	1052.535	1173.193	700.666	765.461
ENSG00000136522.16	344.865	334.8	400.995	260.999	408.764	529.341	276.175	258.391
ENSG00000136527.21	1422.969	1240.91	1700.941	830.03	1574.68	1837.444	1165.211	1290.293
ENSG00000136531.20	508.356	196.932	581.551	214.998	244.433	184.982	193.433	91.58
ENSG00000136535.16	0	1	0	0	0	0	0	1
ENSG00000136536.17	1710.144	1284.358	1949.686	1182.652	2265.461	2378.876	1477.431	1530.32
ENSG00000136541.17	0	0	0	2	0	1	0	1
ENSG00000136542.11	2491.837	1717.09	3527.548	1547.135	4941.811	5998.782	3374.187	2986.01
ENSG00000136546.19	2662.67	4505.258	3240.111	5419.923	1742.268	5326.459	3837.232	11981.623
ENSG00000136560.16	981.167	1280.884	1147.888	1015.746	1302.434	1950.532	852.332	1330.563
ENSG00000136573.17	0	3	0	0	1	0	0	3
ENSG00000136574.21	1.049	0	1	2.64	4.129	2.922	1.011	0
ENSG00000136603.17	749.288	594.05	1106.445	546.782	1207.52	1300.384	851.553	817.434
ENSG00000136628.20	3001.123	1967.299	3578.579	1778.544	3133.876	3479.562	2969.562	2304.057
ENSG00000136630.15	321.373	341.395	378.036	303.756	404.282	522.608	358.871	499.949
ENSG00000136631.18	740.732	630.699	945.065	487.753	930.973	952.7	746.469	612.136
ENSG00000136634.7	0	0	3.202	1.387	0	0	4.158	0
ENSG00000136636.15	1865.177	1377.036	1954.98	1094.958	2371.339	1879.431	1502.29	1518.969
ENSG00000136643.14	791.266	559.023	856.467	451.036	1000.34	895.634	731.81	650.325
ENSG00000136682.18	567.669	444.906	650.532	396.099	602.197	778.039	389.101	307.592
ENSG00000136688.12	0	0	0	0	0	0	0	0
ENSG00000136689.21	3	0	3	0	4	0	1	0
ENSG00000136694.9	0	0	0	0	0	0	0	0
ENSG00000136695.16	0	0	0	0	0	0	0	0
ENSG00000136696.11	0	0	0	0	0	0	0	0
ENSG00000136697.13	0	0	0	0	0	0	0	0
ENSG00000136698.10	0	0	0	0	0	0	0	0
ENSG00000136699.22	1395.11	1103.478	1462.189	779.833	1464.602	1776.846	1073.682	1101.986
ENSG00000136709.14	1139.231	1131.974	1159.286	850.062	1315.596	1634.232	1038.356	1312.681
ENSG00000136710.12	660.574	580.686	722.245	466.382	855.419	834.412	648.18	623.874
ENSG00000136715.21	729.03	545.095	828.107	422.263	854.343	669.005	638.699	592.213
ENSG00000136717.17	1084.999	802.392	870.841	352.123	955.557	598	810.153	559.064
ENSG00000136718.12	478.424	541.314	539.77	344.537	538.555	880.746	440.848	497.845
ENSG00000136720.8	1140.209	1976.037	1656.819	933.415	1471.821	2478.596	1065.493	1599.132
ENSG00000136731.15	2965.788	2416.26	3715.796	1785.47	3014.118	4228.361	2595.978	2348.372
ENSG00000136732.18	1345.102	1145.618	1695.938	661.591	1890.569	1961.569	1210.648	828.352
ENSG00000136738.17	898.019	714.003	1141.571	580.412	1322.189	1200.008	978.681	990.114
ENSG00000136750.14	0	0	0	0	0	0	0	0
ENSG00000136754.20	1202.237	1110.755	1208.223	911.103	1202.148	1457.521	1077.104	1249.085
ENSG00000136758.23	3292.888	2905.175	3838.494	2388.287	4137.512	5158.916	2959.329	3151.086
ENSG00000136770.13	512.133	472.772	654.521	338.099	735.363	777.929	575.702	535.917
ENSG00000136783.12	249.834	277.001	294.391	273.95	256.077	451.989	213.032	291.129
ENSG00000136802.14	1453.115	1101.357	1605.369	848.265	1626.292	1924.99	1401.767	1431.54
ENSG00000136807.15	998.854	1086.256	1082.778	746.069	991.997	1244.583	763.64	1007.483
ENSG00000136810.15	2955.347	2946.542	3494.675	1965.217	3735.6	3608.29	2083.485	2377.243
ENSG00000136811.18	578.575	464.244	620.336	359.058	764.99	912.961	578.67	579.43
ENSG00000136813.17	2429.436	2609.728	2873.291	2197.413	3136.02	3962.34	2511.504	3486.08
ENSG00000136816.18	811.812	791.002	1083.39	780.451	1044.823	1308.333	701.679	1027.104
ENSG00000136819.17	916.15	912.751	1150.887	718.775	1183.741	1342.051	926.705	986.582
ENSG00000136824.21	573.232	492.167	711.162	360.001	630.002	641.977	577.988	571.472
ENSG00000136826.17	1810.866	1108.593	2187.07	589.724	1299.487	654.79	1533.901	1211.353
ENSG00000136827.13	879.007	868.368	1025.776	778.251	1034.485	1352.773	797.102	1024.388
ENSG00000136828.21	122.128	73.378	141.234	64.054	141.304	125.982	132.413	95
ENSG00000136830.14	14104.368	16970.091	16910.398	15202.694	17971.388	35091.897	11885.895	21553.867
ENSG00000136834.3	0	1	0	0	0	1	0	0
ENSG00000136839.1	0	0	0	0	0	0	0	0
ENSG00000136840.21	477.811	551.667	390.753	257.94	447.398	616.04	324.963	415.435
ENSG00000136842.16	241.693	147.583	180.129	117.849	101.174	75.907	213.156	162.516
ENSG00000136848.20	1764.204	1210.943	1920.027	786.67	1878.084	2476.073	1757.455	1509.145
ENSG00000136854.28	1370.727	1207.548	1840.245	1012.467	2015.905	1855.403	1240.332	1320.411
ENSG00000136856.20	154	133.999	147.999	83.001	163	195.004	178.001	172
ENSG00000136859.12	9022.993	4836.525	9952.087	3342.103	12686.443	5711.244	8068.948	5067.846
ENSG00000136861.21	1843.896	1192.438	2655.803	1278.665	2519.506	2429.957	1642.126	1537.362
ENSG00000136866.16	69	39.001	67.829	34	79	75.503	78.945	63.003
ENSG00000136867.12	58.629	65.907	78.833	91.621	63.948	118.466	81.182	142.281
ENSG00000136868.13	894.817	1173.787	1094.967	841.529	1341.909	2192.907	916.611	1063.509
ENSG00000136869.17	218	116	418.74	426.055	264	643.95	182.838	416.389
ENSG00000136870.12	428.295	268.1	437.702	255.036	470.397	455.213	395.202	322.138
ENSG00000136872.23	7.914	9.023	4.85	6.021	12.329	14.677	13.1	5.453
ENSG00000136874.13	693.559	634.943	895.767	533.868	1000.303	1191.563	709.222	782.313
ENSG00000136875.15	511.306	469.185	597.718	314.119	688.663	820.78	469.841	464.498
ENSG00000136877.18	869.327	1198.569	1029.659	901.633	983.94	1711.259	743.418	1276.543
ENSG00000136878.16	600.097	462.703	652.124	317.077	661.896	685.176	569.038	535.485
ENSG00000136881.14	6.689	3.065	9.076	2.886	5.329	9.69	10.951	1.891
ENSG00000136883.18	2	0	0	0	0	3	2	0
ENSG00000136888.10	1186.04	936.002	1212.642	667.003	1473.616	1535.872	1077.333	955.171
ENSG00000136891.16	595.507	534.885	577.566	332.16	621.805	731.715	455.178	488.194
ENSG00000136895.20	63.105	47.827	66.461	29.023	55.247	62.461	68.455	39.028
ENSG00000136897.9	261.003	284.994	267.238	188	318	399	231	218.024
ENSG00000136908.20	380.978	405	438.974	257.017	452.177	572.002	313.658	412.253
ENSG00000136918.10	29.413	21.287	36.567	7.593	42.514	51.807	22.354	17.26
ENSG00000136925.17	555.5	379.534	646.07	300.727	675.762	639.983	466.968	376.326
ENSG00000136928.9	46	260.69	209.147	128.996	38	197	111	135
ENSG00000136929.14	0	1	0	1.497	0	0	1.736	0
ENSG00000136930.15	3947.332	2635.528	4169.596	1735.309	4744.597	5254.65	3382.52	2827.057
ENSG00000136931.12	0	0	0	0	0	0	0	0
ENSG00000136932.18	196.493	161.084	214.557	105.044	220.471	256.571	156.733	143.309
ENSG00000136933.19	454.744	439.782	380.646	251.042	401.064	445.807	343.652	284.57
ENSG00000136935.16	724.999	612.074	820.252	446.059	869.049	1035.965	693.187	631.071
ENSG00000136936.13	186.695	150.251	251.769	156.876	238.871	238.044	208.704	187.344
ENSG00000136937.15	960.61	801.026	1100.241	465.731	1159.767	1293.743	809.203	679.52
ENSG00000136938.11	2116.574	2336.924	2837.482	1777.112	2938.018	3350.016	2247.695	2339.547
ENSG00000136939.1	0	0	0	0	0	0	0	0
ENSG00000136940.16	553.845	413.742	480.065	385.44	528.778	604.109	434.199	410.08
ENSG00000136942.17	5910.317	6101.132	5788.204	2667.964	5899.383	6582.501	4003.718	3842.056
ENSG00000136943.14	9.666	14.771	21.529	10.08	19.42	21.483	13.359	17.839
ENSG00000136944.20	0	0	4.663	3.044	6.75	5.558	6.227	3.084
ENSG00000136950.15	386.218	354.24	396.363	231.673	430.096	515.286	336.135	330.984
ENSG00000136960.15	250.003	79.97	813.398	253.003	683.987	462.005	927.226	405.663
ENSG00000136982.8	116.216	103.025	54.265	29.154	73.303	85.037	72.603	87.279
ENSG00000136986.12	1513.142	1613.522	1519.82	1126.371	1783.885	2445.907	1209.268	1572.811
ENSG00000136997.22	621.064	870.286	622.212	566.001	693.72	1565.179	458.337	975.409
ENSG00000136999.7	626	70	1051.885	122	519.372	144.998	1019.096	139.995
ENSG00000137033.14	878.999	882.007	1071.515	430.999	780.556	666.516	1300.86	1057.614
ENSG00000137038.10	367.003	388.017	354.999	200.571	375.031	471.321	327.888	361.266
ENSG00000137040.11	580.087	411	530.039	325.355	530.013	651	452.656	384.075
ENSG00000137054.18	536	501	485.567	219.001	481.052	425.244	443.065	400.021
ENSG00000137055.17	672.206	543.002	804.114	489.992	781	794.606	554.322	593.404
ENSG00000137070.21	559.739	476.776	617.409	224.642	593.294	567.674	611.469	499.792
ENSG00000137073.26	630.473	651.785	984.048	467.051	1015.674	1136.856	639.756	779.071
ENSG00000137074.22	540.108	405.076	616.489	352.297	564.809	650.028	437.852	401.794
ENSG00000137075.19	891.034	796	943.721	752.598	972.235	1164.337	782.568	1080.007
ENSG00000137076.24	16303.759	19113.703	19640.585	14793.526	18882.966	39117.552	14525.692	22552.726
ENSG00000137077.11	0	0	0	0	0	1	0	0
ENSG00000137078.12	1	1	3	1	1	3	4	0
ENSG00000137080.4	0	0	0	0	0	0	0	0
ENSG00000137090.12	0	0	0	0	0	0	0	0
ENSG00000137094.17	424.505	357.968	388.333	161.878	483.19	535.48	305.72	214.072
ENSG00000137098.16	42.975	21.563	42.437	17.692	40.159	26.785	29.931	21.361
ENSG00000137100.18	890.046	742.021	951.52	505.649	967.076	859.129	666.707	704.141
ENSG00000137101.15	40.735	36.015	74.725	50.835	76.674	59.001	56.844	50.372
ENSG00000137103.22	647.668	562.681	838.688	620.156	898.188	1090.929	755.546	831.883
ENSG00000137106.20	1108.011	1086.35	1434.985	813.153	1403.109	2005.235	1000.641	1116.942
ENSG00000137124.10	418.947	737.636	735.172	694.123	468.754	1789.321	397.489	530.748
ENSG00000137133.13	178.001	121.001	197.112	119.001	114.552	131	174.001	159.001
ENSG00000137135.20	20.17	5.869	30.914	12.112	27.171	28.831	13.763	15.816
ENSG00000137142.7	1.068	4.074	0	5.08	1.003	5.939	1	1
ENSG00000137145.23	1630.568	1280.868	1757.159	1235.8	1729.95	1885.497	1608.767	1959.838
ENSG00000137154.15	29368.658	29327.182	30044.747	15002.151	27864.047	29208.257	20471.699	19278.966
ENSG00000137161.20	662.447	549.967	683.469	395.423	695.792	793.822	531.482	615.993
ENSG00000137166.20	348.026	322.881	405.411	255.929	439.69	551.764	333.031	438.108
ENSG00000137168.10	285.923	225.625	341.528	126	378.619	634.58	230.81	181.34
ENSG00000137171.17	430.721	322.325	491.558	220.852	497.433	428.418	364.196	369.853
ENSG00000137177.21	3769.169	3791.94	4843.53	3232.919	4528.609	5863.666	5144.213	5757.577
ENSG00000137185.15	157.039	100	161.995	79.002	177.887	212	158.979	110
ENSG00000137193.16	1189.058	661.125	1019.044	261.221	1337.156	741.178	660.149	475.539
ENSG00000137197.6	0	0	0	0	0	0	0	0
ENSG00000137198.12	166.924	110.732	263.891	237.729	255.58	360.461	147.335	215.312
ENSG00000137200.15	1376.129	1176.771	1338.587	879.282	1449.763	1759.105	1122.012	1194.854
ENSG00000137203.15	21	18	72.999	9.773	164.308	103.015	106.637	42.793
ENSG00000137204.17	2	1.004	0	1	0.934	0	0	0
ENSG00000137207.14	2252.094	2057.622	2550.316	1559.292	2770.793	3409.665	1995.608	2210.126
ENSG00000137210.16	708.8	581.821	763.257	519.388	733.235	965.573	584.29	617.362
ENSG00000137216.21	886.189	790.165	1067.771	516.626	1329.954	1030.249	852.72	788.862
ENSG00000137218.12	89.558	91.851	107.142	56.616	82.582	83.627	64.176	76.064
ENSG00000137221.16	640.906	592.129	758.927	446.279	719.798	951.392	606.852	632.16
ENSG00000137225.13	1	0	0	0	0	2	1	0
ENSG00000137251.16	0	0	0	0	0	0	0	0
ENSG00000137252.11	0	0	0	0	0	0	0	0
ENSG00000137261.17	9	5	7.04	0	21	6	3	3
ENSG00000137265.18	146	352	111	243.011	76	124	313.38	414.036
ENSG00000137266.16	363.186	134.74	310.003	90.188	413.237	147.001	207.49	105.437
ENSG00000137267.9	404.232	526.988	502.836	191.139	415.913	701.356	250.869	247.739
ENSG00000137269.17	110.945	129.259	130.227	102	163.071	268.479	109	168.834
ENSG00000137270.12	0	0	2.889	0	0	3.011	0	0
ENSG00000137273.7	3019.392	2215.333	3254.29	944.983	3206.728	2229.411	2725.512	1351.255
ENSG00000137274.16	212.087	158.714	223.62	73	270.104	240.705	148.991	108.309
ENSG00000137275.18	1055.62	911.748	1188.447	673.399	1296.041	1568.775	866.648	983.943
ENSG00000137285.12	20.18	19.942	60.927	3.378	41.518	48.76	30.787	16.566
ENSG00000137288.12	586.614	434.406	560.11	242.828	520.741	582.958	442.02	283.45
ENSG00000137309.23	4031.761	2653.728	4280.584	2042.647	3895.477	3472.935	4352.709	2557.626
ENSG00000137310.15	62.058	50.859	46.556	1.346	23.374	13.375	44.956	9.886
ENSG00000137312.17	2827.4	2928.688	3388.928	2182.683	3547.473	4642.114	2117.2	2753.358
ENSG00000137313.15	0	0	178.475	0	221.372	335.857	0	0
ENSG00000137321.7	0	0	0	0	0	0	0	0
ENSG00000137331.14	3.967	0	0	0	0	0	0	0
ENSG00000137332.19	8.63	0	2.324	0	0	0	0	0
ENSG00000137337.18	527.398	466.895	544.127	339.807	657.273	680.919	451.468	464.545
ENSG00000137338.8	192.377	192.638	246.963	132.43	272.137	294.82	226.506	202.413
ENSG00000137343.20	100.98	55.842	104.704	44.998	100.552	52.035	47.378	64.138
ENSG00000137345.19	0	0	0	0	0	0	0	0
ENSG00000137364.7	405.804	302.48	494.19	212.618	474.188	530.719	415.678	242.627
ENSG00000137392.12	0	0	0	0	0	0	0	0
ENSG00000137393.12	41.408	162.85	91.285	153.026	74.811	281.635	74.391	442.282
ENSG00000137394.14	0	0	0	0	0	0	0	0
ENSG00000137397.18	0	0	0	0	0	0	0	0
ENSG00000137403.19	0.602	0	3.834	1.24	4.271	32.262	4.631	0
ENSG00000137404.17	119.182	80.772	224.001	90.001	129.266	125	110.834	67.18
ENSG00000137409.23	4554.095	3837.829	5329.687	2722.95	5326.55	6097.158	3925.401	3803.784
ENSG00000137411.21	212.979	136.381	199.56	114.215	125.103	96.6	74.559	67.592
ENSG00000137413.18	464.397	476.49	516.644	333.289	512.861	566.229	370.609	406.237
ENSG00000137414.9	1683.694	1477.079	1874.555	1434.794	2030.757	2219.906	1623.073	1741.811
ENSG00000137434.14	4.167	5	3	0	5	0	0	5.887
ENSG00000137440.7	0	0	0	0	0	0	0	0
ENSG00000137441.10	0	0	0	0	0	0	0	0
ENSG00000137449.17	395.325	400	603.66	391.979	583.948	751.081	339.999	468.876
ENSG00000137460.12	26.193	25.131	23.676	11.478	31.049	20.34	16.544	24.145
ENSG00000137462.12	54.916	24.246	26.794	14.041	36.947	41.234	44.412	56.554
ENSG00000137463.7	156	113	365.043	272.032	262.988	625.023	166.691	192.894
ENSG00000137473.21	3.279	1.213	5.46	5.184	3.246	1	1.041	7.358
ENSG00000137474.25	4.763	8	4	2	2	3	2	9.927
ENSG00000137478.17	599.528	549.363	821.121	548.505	990.065	1641.682	648.065	727.031
ENSG00000137486.19	663.527	537.961	853.079	500.73	263.728	205.701	508.988	625.703
ENSG00000137491.17	1.099	1.947	5.67	0	5.356	0	7.252	2.282
ENSG00000137492.11	965.967	865.554	995.209	634.44	950.466	1051.529	790.184	833.812
ENSG00000137494.16	292.353	248.51	450.482	237.606	422.578	480.38	299.899	338.185
ENSG00000137496.21	84.43	73.192	155.08	74.594	130.216	133.187	106.41	85.398
ENSG00000137497.21	9218.28	6423.578	10562.323	4740.423	10024.987	9290.866	7609.847	7524.173
ENSG00000137500.12	1066.282	828.617	1239.733	545.158	1298.181	1261.889	933.093	875.113
ENSG00000137501.20	933.586	432.187	1322.477	321.003	1580.734	2137.608	753.997	313.888
ENSG00000137502.12	826.091	773.632	1145.326	558.009	799.323	919.112	673.164	587.324
ENSG00000137504.16	1450.987	1283	1310.005	829.474	1617.464	1754.072	1191.729	1294.755
ENSG00000137507.13	3905.729	2935.005	2726.957	1616.007	3986.962	4091.097	3993.753	3543.128
ENSG00000137509.14	2410.921	2035.732	3617.363	2537.667	4392.49	5262.877	2434.312	2839.157
ENSG00000137513.13	224.447	187.529	268.191	122.302	266.941	248.332	169.036	172.47
ENSG00000137522.20	349.109	278.97	437.19	222.567	390.052	443.042	352.02	322.013
ENSG00000137547.11	430.873	474.805	425.958	328.596	433.872	655.037	293	409.214
ENSG00000137558.10	0	3	0	0	0	0	0	1
ENSG00000137561.7	12.71	22.904	6.481	15.636	0	17.142	6.032	13.387
ENSG00000137563.15	206.999	226	335.75	242.999	255.179	387.001	163.982	262.01
ENSG00000137571.13	4.629	12.591	1.076	5.304	4.517	9.922	4.709	9.611
ENSG00000137573.16	8127.265	9615.545	36774.648	20700.801	7484.81	12811.172	15306.081	19742.629
ENSG00000137574.13	357.955	357.146	441.149	214.14	435.015	541.314	330.736	321.688
ENSG00000137575.14	6956.886	5281.47	7060.142	4147.596	8597.955	7062.802	6451.002	5646.213
ENSG00000137601.20	764.096	653.643	916.317	462.349	1041.815	887.991	732.601	728.318
ENSG00000137628.20	562.604	390.787	579.653	348.03	609.016	547.706	471.813	361.062
ENSG00000137634.12	0	3	1	1.016	5.005	0	0	0
ENSG00000137642.15	37.284	9.6	29.626	14.239	40.306	24.92	42.306	13.954
ENSG00000137648.22	2.635	1.018	3.524	4.024	10.188	2.278	2.125	4.104
ENSG00000137656.14	193.487	157.139	243.625	110.996	255.507	245.018	165.446	134.108
ENSG00000137672.15	223.006	713.066	427.564	849.986	321.993	2155.176	336	1100.153
ENSG00000137673.11	0	3	1	2	0	13	0	24
ENSG00000137674.4	0	0	0	0	0	0	0	0
ENSG00000137675.6	5	1	2	0	2	1	3	2
ENSG00000137691.15	73.473	64.563	109.319	52.338	75.411	99.969	98.076	105.555
ENSG00000137692.14	401.332	427.072	436.683	294.255	512.677	685.45	381.889	418.695
ENSG00000137693.16	4621.704	4903.007	5107.21	3707.683	5427.401	9325.365	4669.77	5620.48
ENSG00000137699.18	2	4	5	5	3	6	0	3
ENSG00000137700.19	9.988	0	0	18.554	0	0	0	0
ENSG00000137707.14	1	1	0	3	1	3	0	0
ENSG00000137709.11	3	3.008	2	2.02	2	3.869	3.016	4
ENSG00000137710.19	2045.523	1868.056	2226.109	1353.002	2665.012	2710.55	1994.007	2039.399
ENSG00000137713.18	761.477	681.053	1004.62	482.544	978.401	1623.919	808.431	695.835
ENSG00000137714.5	238.297	236.187	257.407	168.277	248.412	258.999	251.924	279.108
ENSG00000137720.9	157.808	165.872	205.224	110.083	213.349	195.827	109.154	97.638
ENSG00000137726.19	9	9.377	4.016	2.822	1.789	1.134	9.248	4.197
ENSG00000137727.14	1252	797.8	1390.389	628.342	1740.992	1056.028	1203.29	1203
ENSG00000137731.16	1	1	0	1	0	1	0	0
ENSG00000137745.15	0	0	0	1.016	0	0	0	0
ENSG00000137747.18	0	0	0	0	0	0	0	0
ENSG00000137752.27	362.824	219.786	246.842	97.315	515.229	325.953	251.755	166.986
ENSG00000137757.13	0	1	0	0	0	0	1	0
ENSG00000137760.17	215.189	181.526	243.218	143.121	181.568	312.745	207.189	207.15
ENSG00000137764.22	577.449	498.947	564.242	423.791	555.03	601.111	583.814	664.878
ENSG00000137766.19	0	1	0	0	0	0	0	0
ENSG00000137767.16	1433.104	2774.123	1770.127	1790.794	2268.082	5473.32	1432.617	3033.688
ENSG00000137770.16	525.456	404.647	620.154	384.787	580.74	729.086	504.382	421.139
ENSG00000137776.19	1285.949	1336.054	1330.396	879.56	1753.613	1870.818	1242.557	1163.888
ENSG00000137801.13	36387.961	66089.737	63251.58	134717.168	41156.634	244101.468	33688.223	166305.646
ENSG00000137802.17	684.094	785.268	748.106	456.974	781.603	1156.735	610.009	704.864
ENSG00000137804.16	102.314	106.948	123.525	84	133.887	196.674	81.151	73.823
ENSG00000137806.12	228.975	235.613	230.063	183.176	289.905	374.607	172.701	205.264
ENSG00000137807.18	83.787	122.244	131.001	83.58	131.367	160.931	87.1	102.493
ENSG00000137809.19	3065.37	997.899	2500.177	495.02	694.132	198.599	1369.046	374.846
ENSG00000137812.22	41.096	47.078	57.468	34.709	44.788	42.62	42.39	29.698
ENSG00000137814.14	489.129	409.336	535.382	314.668	590.915	638.429	488.363	430.476
ENSG00000137815.17	1557.186	1325.674	1933.422	1052.78	1900.819	2188.828	1427.221	1441.644
ENSG00000137817.20	808.521	808.422	906.827	537.418	945.135	1031.395	744.574	838.835
ENSG00000137818.14	21981.332	22528.656	24329.041	12312.485	19461.19	25260.881	16405.343	16635.27
ENSG00000137819.16	84.329	102.13	368.654	149.48	410.628	539.727	205.966	153.213
ENSG00000137821.14	300.029	165.549	481.643	172.437	364.17	259.917	297.328	217.231
ENSG00000137822.15	515.37	468.337	475.76	280.414	583.061	808.508	453.329	459.467
ENSG00000137824.18	611.907	587.727	741.212	503.972	670.326	866.598	510.125	563.713
ENSG00000137825.13	15	10	17.195	7	24	11	11	8
ENSG00000137831.17	2757.765	1573.167	3970.97	1955.163	4518.562	3787.373	3071.739	2243.261
ENSG00000137834.17	391.651	219.882	495.521	298.148	351	439	353.182	339.004
ENSG00000137841.14	4	2	5.001	0	4	2	2	2
