gene_id	gene_name	SYMBOL	ENTREZID	baseMean	log2FoldChange	padj
ENSG00000230417.13	LINC00856	LINC00856	100132987	50.0487009963897	-1.5028543267427	0.00032218135936936
ENSG00000230417.13	LINC00856	LOC105378375	105378375	50.0487009963897	-1.5028543267427	0.00032218135936936
ENSG00000237155.3	IER3	IER3	8870	165.256402687407	-1.1601445104206	0.00033096647009357
ENSG00000139269.5	INHBE	INHBE	83729	17.9949600656267	-3.17068543466182	0.000351775622864541
ENSG00000108700.5	CCL8	CCL8	6355	14.6614310885646	-4.13495506792212	0.000374759773447195
ENSG00000126860.14	EVI2A	EVI2A	2123	47.6689043784465	-1.54269344570358	0.000389758426290282
ENSG00000176909.14	MAMSTR	MAMSTR	284358	65.6411428788032	-1.27960907907505	0.000398031960574336
ENSG00000240498.10	CDKN2B-AS1	CDKN2B-AS1	100048912	79.7065904369797	-1.19186390838723	0.000401483151929121
ENSG00000019186.12	CYP24A1	CYP24A1	1591	15.4099457643823	-3.62663616043492	0.000410643978286462
ENSG00000205363.9	INSYN1	INSYN1	388135	51.1486854022731	-2.05695185046443	0.000419973583257139
ENSG00000129467.16	ADCY4	ADCY4	196883	117.713141059386	-1.06100146508343	0.000427123880794204
ENSG00000161921.19	CXCL16	CXCL16	58191	181.563345006218	-1.06045578587503	0.000430033673756356
ENSG00000150594.7	ADRA2A	ADRA2A	150	41.7116920937144	-2.08157975568719	0.000437067310681419
ENSG00000272168.11	CASC15	LOC105374971	105374971	142.473004864523	-1.08820628208233	0.000441255096508864
ENSG00000171617.18	ENC1	ENC1	8507	828.109416857842	-1.18507785326988	0.00046671104830215
ENSG00000100302.9	RASD2	RASD2	23551	40.7311564707136	-2.18207411007648	0.000545348076383876
ENSG00000166473.20	PKD1L2	PKD1L2	114780	118.993403127556	-1.08031249745219	0.000582798863183982
ENSG00000007237.21	GAS7	GAS7	8522	438.349546576759	-1.21340609903793	0.000583572669640809
ENSG00000167653.7	PSCA	PSCA	8000	43.1396904690104	-2.07640441919817	0.000590153239314723
ENSG00000130487.10	KLHDC7B	KLHDC7B	113730	24.8849089266314	-4.68217403607611	0.000653486534788168
ENSG00000028277.24	POU2F2	POU2F2	5452	38.2124549254433	-1.84946637568046	0.000656777111125993
ENSG00000015520.17	NPC1L1	NPC1L1	29881	17.2103218314431	-2.89174307478122	0.00066614791165366
ENSG00000179388.9	EGR3	EGR3	1960	53.2294815627579	-1.79450941219484	0.000671586579086755
ENSG00000183696.16	UPP1	UPP1	7378	112.518129688299	-1.18302068292194	0.000698859546833366
ENSG00000150636.19	CCDC102B	CCDC102B	79839	85.453848396739	-1.19994625900704	0.000790481218987919
ENSG00000185585.22	OLFML2A	OLFML2A	169611	1501.13293188487	-1.54709108746236	0.000840835565328254
ENSG00000178734.7	LMO7DN	LMO7DN	729420	27.9702813528524	-1.74290483664813	0.000847025404693514
ENSG00000178734.7	LMO7DN	LMO7DN-IT1	104326189	27.9702813528524	-1.74290483664813	0.000847025404693514
ENSG00000132321.19	DRC11	DRC11	79781	39.2321023154117	-1.48227799365301	0.000863457327317467
ENSG00000214402.8	LCNL1	LCNL1	401562	131.98349697763	-1.03262919174603	0.000887532570557478
ENSG00000141431.15	ASXL3	ASXL3	80816	34.6725222833216	-1.91252398065465	0.000924801840110772
ENSG00000168961.19	LGALS9	LGALS9	3965	20.6943873843753	-2.46261219403272	0.000994099766241488
ENSG00000168961.19	LGALS9	LGALS9C	654346	20.6943873843753	-2.46261219403272	0.000994099766241488
ENSG00000116299.19	ELAPOR1	ELAPOR1	57535	47.0924077482174	-1.55868044941398	0.00104381990291053
ENSG00000248869.7	LINC02511	LINC02511	105377441	65.5001991925157	-1.42986473943103	0.00109172844899774
ENSG00000106003.14	LFNG	LFNG	3955	15.9516753401746	-2.59625798630268	0.00116488004469872
ENSG00000289961.2	ENSG00000289961	LOC124901497	124901497	12.7207967880577	-3.02586898311346	0.00117811369139933
ENSG00000235109.10	ZSCAN31	ZSCAN31	64288	86.6420923833514	-1.6956574289786	0.00120965143507365
ENSG00000171509.18	RXFP1	RXFP1	59350	37.7276045743088	-1.88379802106431	0.00121606584124843
ENSG00000138135.7	CH25H	CH25H	9023	38.7523762997135	-1.69740288756807	0.00122899834274274
ENSG00000160460.18	SPTBN4	SPTBN4	57731	184.452781530141	-1.26400027555023	0.00126840398628601
ENSG00000222005.10	LINC01118	LINC01118	388948	44.0870062352233	-1.57276814558126	0.00133887783220211
ENSG00000222005.10	LINC01118	LINC01119	100134259	44.0870062352233	-1.57276814558126	0.00133887783220211
ENSG00000222005.10	LINC01118	LOC124906004	124906004	44.0870062352233	-1.57276814558126	0.00133887783220211
ENSG00000203722.10	RAET1G	RAET1G	353091	90.7818858680911	-1.01045162300178	0.00148789652645172
ENSG00000152495.13	CAMK4	CAMK4	814	85.5729861929588	-1.51926374621152	0.00165118198993272
ENSG00000145423.7	SFRP2	SFRP2	6423	55.480100593779	-1.50149862315653	0.00169259262893162
ENSG00000041353.12	RAB27B	RAB27B	5874	81.5277549629886	-1.62707354863919	0.001720266844428
ENSG00000293352.2	RPLP0P2	RPLP0P2	113157	28.6601373643221	-1.60630371014197	0.00175479326160745
ENSG00000273633.1	CDC42EP5	CDC42EP5	148170	118.85148941066	-1.08513358316418	0.00175838455305562
ENSG00000102575.16	ACP5	ACP5	54	39.9426898217385	-1.42952199681917	0.00190328577819931
ENSG00000167771.8	RCOR2	RCOR2	283248	44.2366348770052	-1.31155366271189	0.00197209543927726
ENSG00000255346.12	NOX5	NOX5	79400	35.273385993055	-2.24404994700111	0.00203430861992822
ENSG00000173110.8	HSPA6	HSPA6	3310	13.3016704324333	-2.51840963087397	0.00205284075889381
ENSG00000261121.3	LINC02473	LINC02473	107986266	12.201918033757	-3.78259012765584	0.0020993424173902
ENSG00000206052.13	DOK6	DOK6	220164	235.738877160597	-1.32167488842269	0.0021149789627367
ENSG00000102524.13	TNFSF13B	TNFSF13B	10673	59.8961658165832	-1.24544546890129	0.00219014532285865
ENSG00000172738.14	TMEM217	TMEM217	221468	49.3907172940864	-1.367439063756	0.00222585229882786
ENSG00000064692.22	SNCAIP	SNCAIP	9627	53.9821164229404	-1.75895923098849	0.00234689852205256
ENSG00000148541.15	FAM13C	FAM13C	220965	157.222148703261	-1.13831189130091	0.00248954979681362
ENSG00000231924.11	PSG1	PSG1	5669	146.419933112919	-1.20710261843553	0.00269896535274781
ENSG00000231924.11	PSG1	PSG4	5672	146.419933112919	-1.20710261843553	0.00269896535274781
ENSG00000109674.6	NEIL3	NEIL3	55247	49.855189399514	-1.5086266054405	0.00283125649759048
ENSG00000243649.12	CFB	CFB	629	261.901503871239	-1.35213894604015	0.00298211741131437
ENSG00000143786.10	CNIH3	CNIH3	149111	79.7514466825868	-1.04297711280354	0.00308839543743853
ENSG00000259399.1	TGIF2-RAB5IF	TGIF2-RAB5IF	100527943	18.1761550990358	-5.1967175970008	0.00310375813040581
ENSG00000277273.5	CDK7	CDK7	1022	122.360645588603	-4.87528929491628	0.00312538611451861
ENSG00000182985.21	CADM1	CADM1	23705	107.93579192492	-1.24639251028119	0.00312783517223314
ENSG00000162595.10	DIRAS3	DIRAS3	9077	62.8573118490826	-1.23430777396937	0.00330328907007679
ENSG00000055813.8	CCDC85A	CCDC85A	114800	63.9210930426957	-1.54180105845599	0.0033483417586582
ENSG00000223949.9	ROR1-AS1	ROR1-AS1	101927034	54.8556865611624	-1.15000627079184	0.00335543569914653
ENSG00000186907.9	RTN4RL2	RTN4RL2	349667	77.9572790382654	-1.25216901265732	0.00342523357773255
ENSG00000165891.18	E2F7	E2F7	144455	39.8749007893242	-1.56383991282181	0.00359914251974795
ENSG00000228801.9	PCMTD1-DT	PCMTD1-DT	102724330	94.4446793781191	-1.05696379153053	0.00363227962638067
ENSG00000228801.9	PCMTD1-DT	LOC124901944	124901944	94.4446793781191	-1.05696379153053	0.00363227962638067
ENSG00000257453.1	PHLDA1-AS1	PHLDA1-AS1	120766149	82.6882312012978	-1.48773449941556	0.00374693789313605
ENSG00000142149.11	HUNK	HUNK	30811	48.4906999245619	-1.27755163784262	0.00391485468018067
ENSG00000184988.10	TMEM106A	TMEM106A	113277	77.0996121997808	-1.00253875791933	0.00402418680863569
ENSG00000134259.8	NGF	NGF	4803	66.3242017937231	-1.31984188397725	0.00404056807556679
ENSG00000275575.4	PTP4A3	PTP4A3	11156	11.2774098493842	-5.08035772711463	0.00486432879899151
ENSG00000092853.16	CLSPN	CLSPN	63967	55.533277795127	-1.11821344667613	0.00522514633706613
ENSG00000183831.9	ANKRD45	ANKRD45	339416	45.3318975192557	-1.21211837049659	0.00539817918227516
ENSG00000130592.19	LSP1	LSP1	4046	19.1644778266993	-2.3100305408716	0.00561570455338851
ENSG00000221994.14	ZNF630	ZNF630	57232	29.9538572006983	-1.56445534004193	0.00596438119976265
ENSG00000163485.20	ADORA1	ADORA1	134	47.7919996877616	-1.52689923677849	0.00617455254218622
ENSG00000122877.19	EGR2	EGR2	1959	15.359248351727	-2.4177535295246	0.00623305179897916
ENSG00000138311.20	ZNF365	ZNF365	22891	113.166248996795	-1.00100426000371	0.00635497607786135
ENSG00000073756.13	PTGS2	PTGS2	5743	74.4312898802088	-1.45653210604785	0.00640732721772052
ENSG00000128594.10	LRRC4	LRRC4	64101	19.7903911490232	-1.80485415629447	0.00650008196875389
ENSG00000064201.18	TSPAN32	TSPAN32	10077	17.1640165132269	-2.03907878681835	0.00678951974904347
ENSG00000011052.21	NME1-NME2	NME1-NME2	654364	82.172651291812	-1.19466992636793	0.00693048793833372
ENSG00000178662.17	CSRNP3	CSRNP3	80034	38.920429007972	-1.22124371789666	0.00700203642898897
ENSG00000084710.16	EFR3B	EFR3B	22979	20.890451325127	-2.09001001000362	0.00708334715012394
ENSG00000126562.19	WNK4	WNK4	65266	30.3807814937348	-1.52774173235267	0.00778167017383473
ENSG00000159713.13	TPPP3	TPPP3	51673	18.0275426971169	-1.81707862349247	0.00793059494946505
ENSG00000105088.11	OLFM2	OLFM2	93145	51.8601206005095	-1.24146975684395	0.00796248489050382
ENSG00000123405.16	NFE2	NFE2	4778	12.0242479774445	-2.35602315329896	0.00800208922842859
ENSG00000251602.8	MTA1-DT	MTA1-DT	100507437	63.0026716855647	-1.07801068604514	0.00822516812778162
ENSG00000152402.12	GUCY1A2	GUCY1A2	2977	76.5883002641404	-1.00904057596679	0.00883147200586212
ENSG00000151623.17	NR3C2	NR3C2	4306	90.2613898197704	-1.11432803988514	0.00894731878594981
ENSG00000235360.2	C6orf47	C6orf47	57827	62.9588757407713	-10.7399842928708	0.00920940996747426
ENSG00000171502.16	COL24A1	COL24A1	255631	79.8973014701499	-1.08391296806393	0.0100122656534688
ENSG00000108602.20	ALDH3A1	ALDH3A1	218	10.3340099240344	-2.7335362479404	0.0103249558501115
ENSG00000121621.9	KIF18A	KIF18A	81930	32.1301576986926	-1.52587119985156	0.0106904615832227
ENSG00000177272.10	KCNA3	KCNA3	3738	111.131581580398	-1.25965512085797	0.010876125056723
ENSG00000175928.8	LRRN1	LRRN1	57633	12.4764692752128	-2.1881099480438	0.01104079795803
ENSG00000235657.9	HLA-A	HLA-A	3105	177.428320055857	-1.00388571100454	0.011066505237606
ENSG00000171877.22	FRMD5	FRMD5	84978	90.4709849272592	-1.07316535952686	0.0110849993560281
ENSG00000005471.21	ABCB4	ABCB4	5244	36.2310334046429	-1.29380120985758	0.0114609877306783
ENSG00000178184.17	PARD6G	PARD6G	84552	82.648668034661	-1.17554374387231	0.011987908220945
ENSG00000203805.12	PLPP4	PLPP4	196051	23.4097866042849	-1.69357095020415	0.012067615292293
ENSG00000292248.3	PKD1L2	PKD1L2	114780	30.0324844393354	-1.59623630992479	0.0123009943818301
ENSG00000107611.17	CUBN	CUBN	8029	50.6027632898823	-1.86260287027787	0.0127382146399734
ENSG00000137203.15	TFAP2A	TFAP2A	7020	67.6889760231491	-1.52824273751158	0.0127538217288738
ENSG00000132326.14	PER2	PER2	8864	110.375333932201	-1.08208212957076	0.0131880971402589
ENSG00000197208.8	SLC22A4	SLC22A4	6583	28.7180360664087	-1.33719340661808	0.0134774257182515
ENSG00000066468.26	FGFR2	FGFR2	2263	34.6135884039197	-1.81658486744614	0.0148916390476779
ENSG00000172497.11	ACOT12	ACOT12	134526	22.7299093706704	-1.49660669943156	0.0152648979882615
ENSG00000145242.16	EPHA5	EPHA5	2044	39.1112530741844	-1.28555656369662	0.0153188556749551
ENSG00000169302.17	STK32A	STK32A	202374	36.71023343671	-1.25923413033694	0.0154940741053073
ENSG00000206172.10	HBA1	HBA1	3039	10.0250638816488	-3.49549771694538	0.0160040037860781
ENSG00000113368.14	LMNB1	LMNB1	4001	53.4097429974876	-1.18687870319594	0.0160508418785815
ENSG00000110203.12	FOLR3	FOLR3	2352	19.9904452526795	-1.54433893554214	0.0161556017809433
ENSG00000108688.11	CCL7	CCL7	6354	13.7718191141165	-3.49056873132835	0.0163094409871754
ENSG00000227268.5	KLLN	KLLN	100144748	24.728536681606	-1.61531121742068	0.0164899201221302
ENSG00000128886.12	ELL3	ELL3	80237	36.1611168675171	-1.10381599045652	0.016809009823645
ENSG00000162383.13	SLC1A7	SLC1A7	6512	56.724081135496	-1.28553522127249	0.017027166427152
ENSG00000123612.18	ACVR1C	ACVR1C	130399	20.7458395944139	-1.45618603128757	0.0170675451358639
ENSG00000284130.3	TUBA3FP	TUBA3FP	113691	14.1742154350964	-2.15801226476225	0.0174769408652406
ENSG00000177453.9	NIM1K	NIM1K	167359	65.9294310271084	-1.37890803470492	0.0179003032923614
ENSG00000206455.8	TCF19	TCF19	6941	20.5510701586362	-3.15938556595255	0.0180001426599587
ENSG00000291348.1	CENPP	CENPP	401541	11.6834617957994	-2.70857290176997	0.0187528461319505
ENSG00000185760.19	KCNQ5	KCNQ5	56479	41.3725257579802	-1.07252498600619	0.0196510231414458
ENSG00000172348.17	RCAN2	RCAN2	10231	549.522721297255	-1.51323774323437	0.0202571092922946
ENSG00000231290.8	APCDD1L-DT	APCDD1L-DT	149773	13.976895507468	-2.05630858904875	0.0204582244403688
ENSG00000221826.11	PSG3	PSG3	5671	69.1295274838186	-1.10608464571575	0.0207350301867983
ENSG00000101049.20	SGK2	SGK2	10110	14.7837771324161	-1.71309399388892	0.0213924869356587
ENSG00000165105.12	RASEF	RASEF	158158	33.9110067817549	-1.46206612247282	0.0219285565239004
ENSG00000196391.12	ZNF774	ZNF774	342132	41.0871301336009	-1.09952260232564	0.0222673362589658
ENSG00000168918.15	INPP5D	INPP5D	3635	20.0949282467702	-1.81838472459783	0.0224591369916252
ENSG00000223802.10	CERS1	CERS1	10715	21.0205214350687	-1.5401437979521	0.0231872742407741
ENSG00000253797.3	UTP14C	UTP14C	9724	30.0628819631393	-9.57869972478957	0.024390181158125
ENSG00000265763.6	ZNF488	ZNF488	118738	13.4004064920282	-2.47719429289613	0.0244254360886481
ENSG00000144063.6	MALL	MALL	7851	97.6037648596933	-1.23860045364237	0.0244890762145603
ENSG00000144063.6	MALL	LOC128966597	128966597	97.6037648596933	-1.23860045364237	0.0244890762145603
ENSG00000125657.6	TNFSF9	TNFSF9	8744	13.3195713387791	-1.85082875777815	0.0246730768339155
ENSG00000108231.15	LGI1	LGI1	9211	29.9549266176646	-1.37889028712193	0.0250256322265089
ENSG00000184916.11	JAG2	JAG2	3714	33.2420552485076	-1.36046078537377	0.0254828437095669
ENSG00000144644.17	GADL1	GADL1	339896	22.1100801554844	-1.90435239307332	0.0262124418716943
ENSG00000294789.1	ENSG00000294789	H2BW3P	100101478	26.333180821617	-1.31664597951324	0.0264310674637647
ENSG00000175489.11	LRRC25	LRRC25	126364	10.9598471391568	-2.44349134125516	0.0285220571342093
ENSG00000203943.10	SAMD13	SAMD13	148418	17.8676449205685	-1.44449756953626	0.0288980771405026
ENSG00000149256.16	TENM4	TENM4	26011	665.058905673021	-1.42477253410933	0.0289866336688708
ENSG00000102935.13	ZNF423	ZNF423	23090	37.0589708760772	-1.14618692463836	0.0300528139427436
ENSG00000206561.16	COLQ	COLQ	8292	76.2005069110034	-1.07495208760324	0.0314129262300497
ENSG00000173114.15	LRRN3	LRRN3	54674	61.1158135554782	-1.10713942212838	0.0321947892844475
ENSG00000287315.1	ENSG00000287315	LOC101927401	101927401	26.5441886486705	-1.33210033446191	0.0325645806312327
ENSG00000141655.20	TNFRSF11A	TNFRSF11A	8792	17.4375146658812	-1.80238679576553	0.0327091125392441
ENSG00000234947.8	WHR1	WHR1	8859	25.7009292139353	-3.29427913788047	0.033678405783299
ENSG00000077616.12	NAALAD2	NAALAD2	10003	38.0657032014876	-1.1719232525312	0.0350362077526195
ENSG00000204936.12	CD177	CD177	57126	29.9843431170532	-1.35817334058523	0.0350362077526195
ENSG00000281709.3	ZNF197	ZNF197	10168	96.697629370881	-5.21869912356445	0.0365734823651959
ENSG00000281709.3	ZNF197	ZNF660-ZNF197	110354863	96.697629370881	-5.21869912356445	0.0365734823651959
ENSG00000231768.3	LINC01354	LINC01354	100506795	31.075341531531	-1.05033754384244	0.0381860726447853
ENSG00000124466.9	LYPD3	LYPD3	27076	19.8227726819057	-1.3803889210657	0.0386390022746446
ENSG00000155269.12	GPR78	GPR78	27201	21.3305330330034	-1.83318135644662	0.0396410693677718
ENSG00000283654.5	CIROP	CIROP	100128908	12.9834808944205	-2.09823577060098	0.0399545656119598
ENSG00000152939.19	MARVELD2	MARVELD2	153562	12.4996094115168	-3.36257442452386	0.0409312179731893
ENSG00000176387.9	HSD11B2	HSD11B2	3291	16.9858448242432	-2.19792765851534	0.0428062845138559
ENSG00000172156.5	CCL11	CCL11	6356	523.109040267919	-1.48500139171229	0.0441750237500862
ENSG00000185972.7	CCIN	CCIN	881	16.1589246370457	-1.47350851273991	0.0444002131004553
ENSG00000243137.9	PSG4	PSG4	5672	188.629001250687	-1.09064108172131	0.0447758075210002
ENSG00000281320.3	DYRK1B	DYRK1B	9149	31.3595758434939	-8.85633376234253	0.0448139746018715
ENSG00000291975.1	NBPF26	NBPF26	101060684	126.9609697025	-1.13145442658912	0.0453521183224744
ENSG00000130600.23	H19	H19	283120	50.9771329329605	-4.35352496648617	0.0458354363063742
ENSG00000138400.14	MDH1B	MDH1B	130752	23.8844564775511	-1.29141932167029	0.0459075650014582
ENSG00000290948.2	ENSG00000290948	GOLGA2P10	80154	113.862645654769	-1.0038232265546	0.0460777372023703
ENSG00000183775.12	KCTD16	KCTD16	57528	76.2712630552956	-1.02302962708704	0.0463457189658133
ENSG00000224952.7	PBX2	PBX2	5089	69.500164403934	-4.1702631750336	0.0493072385308617
ENSG00000272414.6	FAM47E-STBD1	FAM47E-STBD1	100631383	12.9558926440781	-4.07235496384665	0.0498159811134303
