ENTREZID	stat
26012	8.82218740188658
7263	8.82020597905464
147372	8.76339413881642
51421	8.75509857618463
256691	8.75128339346835
8406	8.73445813039682
247	8.72179362396841
10174	8.71836022766657
8515	8.69059975199882
59	8.68066567422184
201965	8.67831783099579
23764	8.67762860118651
9788	8.67483490527301
8202	8.66814291971234
4133	8.6603571646517
23051	8.65441503008305
56917	8.61854101054658
7005	8.61612821450876
56910	8.61253140528983
6876	8.61014503874969
94101	8.58507177437467
84981	8.5732139404728
10810	8.55352255731686
158471	8.52658803983554
54842	8.52059451518209
2752	8.51457428333084
445815	8.50086166545361
5598	8.49568194101796
51181	8.49334005569976
56548	8.49123248711847
1374	8.48849478330068
5500	8.47119421572767
7094	8.46931249782196
7414	8.45299140296898
58189	8.42052577624582
115572	8.41822561601562
6774	8.39885119482206
2730	8.39664640484428
91461	8.39071351214871
316	8.38084566003824
2054	8.3703698183468
3491	8.35952475604912
91653	8.35476274389929
51704	8.32207619438135
1503	8.31709467253675
195827	8.27906111954911
10186	8.24058541554736
389136	8.22757867654095
152503	8.22178927304184
51621	8.2208824716092
131870	8.21821169918147
255488	8.13899281585704
7171	8.11592688939449
7791	8.1139989407231
387700	8.09516892068425
9936	8.09395174079076
290	8.08699213201045
100129940	8.08671907771062
10699	8.08197755198334
8555	8.06346700575718
4811	8.03730551835171
55861	8.02509523744218
55437	7.97565468782056
94	7.97051372225939
35	7.96632283525908
730	7.9400798491331
253827	7.93989948559635
9200	7.93133485131656
4739	7.92122982858281
93664	7.91619428792538
64855	7.9112897754082
11030	7.90637994805212
3622	7.90062321886406
6695	7.89438194534597
1756	7.89300313147493
81606	7.88279564232966
154807	7.87460008201044
440738	7.86390833289413
5625	7.85877933547412
9423	7.8534438843814
4771	7.84782943194741
896	7.83447358779318
166	7.82958417841076
10627	7.81599264352927
11234	7.8018866628736
688	7.76557756519787
196740	7.75922690399844
5364	7.7562092922352
113251	7.74501719258411
9706	7.73179389545141
6303	7.69631355114077
11214	7.69078228393192
55829	7.68991605754171
10092	7.68369468742147
4616	7.68074891258319
6781	7.64614507739488
3667	7.64592607001287
1997	7.63753813383367
64344	7.61797222536213
25932	7.61298028650261
2006	7.60548157079822
1490	7.60425293635932
25923	7.59421183251348
105378909	7.59368461602772
23032	7.59197845915695
1397	7.58868853142322
5339	7.57531615196136
55604	7.55964638396476
117581	7.55453954969571
23604	7.54871422602388
11167	7.54034344120364
