gene_id	gene_name	gene_type	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000103490.15	PYCARD	protein_coding;retained_intron	195.944896354374	0.221152481336773	0.179543519822317	1.23174861201136	0.218043004651708	0.467363103536535
ENSG00000104946.16	TBC1D17	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	1247.66291729652	0.153676579792983	0.124781260323298	1.23156778024857	0.218110582808312	0.467417811560543
ENSG00000258377.2	ENSG00000258377	lncRNA	149.048416019957	0.500932689039113	0.406765549429834	1.2315022492472	0.218135075939911	0.467417811560543
ENSG00000139974.19	SLC38A6	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	570.393169255196	-0.171349872656395	0.139167033846502	-1.23125332142517	0.218228134223922	0.467508493080496
ENSG00000159256.14	MORC3	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	726.319773040251	-0.11806856239716	0.0958928915500284	-1.23125458507591	0.218227661753226	0.467508493080496
ENSG00000066382.19	MPPED2	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	13.1546416855659	-1.04109229041198	0.845746954837263	-1.23097373801637	0.218332686694591	0.467511255138587
ENSG00000082213.20	C5orf22	protein_coding;nonsense_mediated_decay;protein_coding_CDS_not_defined;retained_intron	428.517945862115	0.152491432594208	0.123883784834616	1.2309232624575	0.218351566272022	0.467511255138587
ENSG00000124257.8	NEURL2	protein_coding	86.0124014531584	-0.311430771717166	0.253008423775875	-1.23091068300969	0.218356271596365	0.467511255138587
ENSG00000158092.9	NCK1	protein_coding;retained_intron	627.141648516835	-0.157269478643372	0.127743838322999	-1.231131620186	0.218273640960866	0.467511255138587
ENSG00000165246.17	NLGN4Y	protein_coding;protein_coding_CDS_not_defined	500.02696095805	-0.286621002832335	0.232842527230535	-1.23096500558317	0.218335952837983	0.467511255138587
ENSG00000295948.1	ENSG00000295948	lncRNA	46.810993498681	-0.399292542676944	0.324453001893251	-1.23066373356692	0.218448657434793	0.467654723421046
ENSG00000065427.17	KARS1	protein_coding;nonsense_mediated_decay;retained_intron	1939.85394438217	0.10162161985659	0.0826256319456977	1.22990429801949	0.218732944561377	0.468153563255135
ENSG00000188316.18	ENO4	protein_coding;nonsense_mediated_decay	19.9709388581095	-0.761600480397961	0.619298332589638	-1.22977963982767	0.218779634492781	0.468153563255135
ENSG00000274049.4	INO80B-WBP1	nonsense_mediated_decay	155.967643145097	-0.404826864821049	0.329140392433537	-1.22995194186868	0.218715101751912	0.468153563255135
ENSG00000275035.2	CCDC92	protein_coding	1033.96805848428	-0.138375560085161	0.112521507118011	-1.22976987803794	0.218783291011136	0.468153563255135
ENSG00000101187.18	SLCO4A1	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	12.1112734105134	-0.783473181530483	0.637506739030373	-1.22896454823696	0.219085098292646	0.468636122035622
ENSG00000115935.21	WIPF1	protein_coding;protein_coding_CDS_not_defined;retained_intron	1572.71069603021	0.12901315842512	0.104970502980316	1.22904201430103	0.219056053939737	0.468636122035622
ENSG00000240065.11	PSMB9	protein_coding;retained_intron;nonsense_mediated_decay	54.1867133657078	-0.582058489605553	0.473604749808068	-1.2289963093517	0.219073189762827	0.468636122035622
ENSG00000033100.18	CHPF2	protein_coding;nonsense_mediated_decay;retained_intron	2481.75059967953	0.102737625517154	0.0836068777861977	1.2288178704613	0.219140099768806	0.468699368447023
ENSG00000170915.11	PAQR8	protein_coding	186.689174448923	-0.202943296705526	0.165186691115577	-1.22856929535281	0.219233333514616	0.46884436230792
ENSG00000073008.18	PVR	nonsense_mediated_decay;protein_coding;retained_intron	2313.25051724531	-0.243822523916944	0.198532060137332	-1.22812670028349	0.219399409352197	0.469090650370378
ENSG00000157429.17	ZNF19	protein_coding;retained_intron;nonsense_mediated_decay;protein_coding_CDS_not_defined	63.6483555526871	-0.348189953881496	0.283506661904402	-1.22815439871006	0.219389013367427	0.469090650370378
ENSG00000163701.21	IL17RE	protein_coding;nonsense_mediated_decay;retained_intron	35.0148766458509	0.442546009926002	0.360433460931799	1.22781611003019	0.219516006672702	0.469285495471526
ENSG00000092439.17	TRPM7	protein_coding_CDS_not_defined;retained_intron;protein_coding;nonsense_mediated_decay	2047.38028079239	0.0948798814655475	0.0772973588692003	1.22746602023104	0.219647485660224	0.469403208366765
