gene_id	gene_name	gene_type	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	padj_plot	neg_log10_padj	direction	linear_fold_change
ENSG00000100242.18	SUN2	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	4010.11831635364	1.72387955178628	0.1483068230712	11.6237373041068	3.1217496660494e-31	4.91688913213319e-29	4.91688913213319e-29	28.3083095842349	up	3.30323486663549
ENSG00000099998.21	GGT5	protein_coding;retained_intron;nonsense_mediated_decay	603.362540703797	2.1579779853137	0.185885525072831	11.6091771237604	3.70160619781314e-31	5.78077957739835e-29	5.78077957739835e-29	28.2380135900687	up	4.46288918768982
ENSG00000163513.22	TGFBR2	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	13526.3107843879	1.4909218325393	0.12884716549558	11.5712427728217	5.7641625778121e-31	8.85183233199344e-29	8.85183233199344e-29	28.0529668209061	up	2.81068510899797
ENSG00000140545.18	MFGE8	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	9869.89136340713	1.18512706451759	0.102561653365977	11.5552648150925	6.94331214974222e-31	1.05744922558223e-28	1.05744922558223e-28	27.9757404765098	up	2.2738342042639
ENSG00000148120.21	AOPEP	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	709.586087640245	1.20602533711472	0.104388551467599	11.553233761358	7.10941143886567e-31	1.07387077045423e-28	1.07387077045423e-28	27.9690479784646	up	2.30701172631081
ENSG00000138829.16	FBN2	protein_coding;retained_intron;protein_coding_CDS_not_defined	16274.4743255422	1.95463533598897	0.170230115263504	11.4823122393082	1.6189218999373e-30	2.4254872172394e-28	2.4254872172394e-28	27.6152010098431	up	3.87617937820217
ENSG00000167552.18	TUBA1A	protein_coding;retained_intron;nonsense_mediated_decay	8828.57176263688	-1.28896161031535	0.11262081439511	-11.445145528723	2.48686798510222e-30	3.69580671205352e-28	3.69580671205352e-28	27.4322907501369	down	-2.44352118111222
ENSG00000072958.11	AP1M1	protein_coding;retained_intron;nonsense_mediated_decay	2253.31685398304	1.1135460068855	0.0975685733215905	11.4129577688423	3.60266700589575e-30	5.31119580677175e-28	5.31119580677175e-28	27.2748076872397	up	2.16376827854615
ENSG00000246430.10	LINC00968	lncRNA	2832.76090211547	1.87042807418851	0.164742409561708	11.3536525243544	7.11280358535691e-30	1.0402757497695e-27	1.0402757497695e-27	26.9828515253842	up	3.65641056432895
ENSG00000115419.16	GLS	protein_coding;retained_intron;nonsense_mediated_decay	4555.89319470059	1.17425783551022	0.103473930903832	11.3483447014453	7.55799685624753e-30	1.0966831973774e-27	1.0966831973774e-27	26.9599188104393	up	2.25676756376279
ENSG00000221866.12	PLXNA4	protein_coding;retained_intron	857.510623870416	2.73926331004385	0.242100264139584	11.3145820793674	1.11130595641582e-29	1.587530710452e-27	1.587530710452e-27	26.7992778646181	up	6.67729282820878
ENSG00000008311.18	AASS	nonsense_mediated_decay;protein_coding;protein_coding_CDS_not_defined;retained_intron	1310.90417034156	1.13159879585304	0.100057711733134	11.3094610725374	1.17810909536373e-29	1.67001495456636e-27	1.67001495456636e-27	26.7772796398365	up	2.19101414132324
ENSG00000069431.16	ABCC9	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	1058.89917317895	1.12031990110954	0.0991858431797273	11.2951593210686	1.38652390661222e-29	1.95044752298092e-27	1.95044752298092e-27	26.7098657299389	up	2.17395172051857
ENSG00000256235.5	SMIM3	protein_coding	1134.03442185829	1.28689846766037	0.114117770083364	11.2769331780692	1.70589761589183e-29	2.38153645951929e-27	2.38153645951929e-27	26.6231427653819	up	2.44002929291407
ENSG00000163491.20	NEK10	protein_coding;protein_coding_CDS_not_defined;retained_intron	221.117463491272	-2.71150325971494	0.24112592399689	-11.2451751963008	2.44610540573025e-29	3.38923536968399e-27	3.38923536968399e-27	26.4698982699925	down	-6.55003792397674
ENSG00000137672.15	TRPC6	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	725.197134716369	1.76784301087004	0.157240234450209	11.2429431121831	2.50876425877456e-29	3.45011251945504e-27	3.45011251945504e-27	26.4621667409321	up	3.40544424206172
ENSG00000164442.13	CITED2	protein_coding	7728.4694168661	1.57729863906408	0.140380174267204	11.2359074014384	2.71687981460078e-29	3.68137214878406e-27	3.68137214878406e-27	26.4339902776378	up	2.98410570179683
ENSG00000173221.16	GLRX	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	2088.39797497055	1.07925963046955	0.0966359279560619	11.1683061703538	5.82816647128805e-29	7.78271389368813e-27	7.78271389368813e-27	26.1088689346902	up	2.11295146773276
ENSG00000206190.14	ATP10A	protein_coding;nonsense_mediated_decay;protein_coding_CDS_not_defined;retained_intron	343.341249093905	1.65043949493078	0.14835330963603	11.1250601619874	9.47419372925087e-29	1.25604634563047e-26	1.25604634563047e-26	25.9009943356942	up	3.1392925833019
ENSG00000103485.21	QPRT	protein_coding_CDS_not_defined;protein_coding;retained_intron;nonsense_mediated_decay	896.975379323547	-1.15833623818483	0.104154578570279	-11.1213184680425	9.88009749477435e-29	1.30050311881216e-26	1.30050311881216e-26	25.88588860196	down	-2.23199877936231
ENSG00000162496.12	DHRS3	protein_coding;retained_intron;nonsense_mediated_decay;protein_coding_CDS_not_defined	4214.24847640814	1.09353739986734	0.0983697293772839	11.1166047399929	1.04160874447244e-28	1.36133091795306e-26	1.36133091795306e-26	25.8660362918635	up	2.13396631011511
ENSG00000277443.5	MARCKS	protein_coding	5769.80565781765	-1.13848082880429	0.102903148999534	-11.0636150581694	1.88349892397187e-28	2.42721106090585e-26	2.42721106090585e-26	25.6148924574541	down	-2.20149082063059
ENSG00000060718.24	COL11A1	protein_coding;retained_intron;nonsense_mediated_decay;protein_coding_CDS_not_defined	352.665129929028	2.33793995118767	0.211539523907516	11.0520242647885	2.14326806103916e-28	2.74278776589094e-26	2.74278776589094e-26	25.5618077963577	up	5.05580195348089
ENSG00000096060.17	FKBP5	protein_coding;nonsense_mediated_decay	2700.29966136737	4.02533352079071	0.364965532452902	11.0293525356676	2.75843744310517e-28	3.50568863458911e-26	3.50568863458911e-26	25.4552266593445	up	16.2834390276342
ENSG00000143320.11	CRABP2	protein_coding;nonsense_mediated_decay	1509.89112292132	-1.61229573065173	0.147845108728632	-10.9053031548786	1.08730236358568e-27	1.36304816028278e-25	1.36304816028278e-25	24.8654887990622	down	-3.05737969387231
ENSG00000177674.18	AGTRAP	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay;retained_intron	907.475868120686	1.1074313419714	0.101694204760933	10.8898176112867	1.28898154621766e-27	1.60495621173642e-25	1.60495621173642e-25	24.7945368120196	up	2.15461685091937
ENSG00000119508.19	NR4A3	protein_coding	219.148081602106	2.08478736143045	0.191964185962827	10.8602932936363	1.78176025722975e-27	2.20364282014965e-25	2.20364282014965e-25	24.6568587972108	up	4.2421256732327
ENSG00000008256.19	CYTH3	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	3774.11688153846	1.22387102109825	0.113083996293744	10.8226721835966	2.68823226924822e-27	3.27612767361683e-25	3.27612767361683e-25	24.4846391817386	up	2.33572596280912
ENSG00000177666.19	PNPLA2	protein_coding;retained_intron;nonsense_mediated_decay	2672.59075939594	1.16644012320874	0.107888348259753	10.8115486243279	3.03502620187429e-27	3.65552044759082e-25	3.65552044759082e-25	24.4370507824747	up	2.24457160844541
ENSG00000168398.9	BDKRB2	protein_coding	6363.22884053485	-2.0517958073392	0.190287111612379	-10.7826315190425	4.15816881246761e-27	4.97576200494501e-25	4.97576200494501e-25	24.3031404005059	down	-4.14621752529889
ENSG00000170214.6	ADRA1B	protein_coding;protein_coding_CDS_not_defined	235.238500070784	4.13735785427104	0.384815437973006	10.7515381297184	5.82815201047371e-27	6.92910872574255e-25	6.92910872574255e-25	24.1593226240296	up	17.598223010874
ENSG00000164125.18	GASK1B	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	7241.56132434991	1.02974715393783	0.0960532914662931	10.7205816502309	8.14892495796391e-27	9.62617879008711e-25	9.62617879008711e-25	24.0165460762939	up	2.04166639855288
ENSG00000181467.5	RAP2B	protein_coding	679.813125887013	-1.23274961545691	0.115564411542748	-10.6672080011493	1.44915475397209e-26	1.67956124567281e-24	1.67956124567281e-24	23.7748041548632	down	-2.35014474597304
ENSG00000173517.13	PEAK1	protein_coding;protein_coding_CDS_not_defined;retained_intron	8323.86745597282	1.06954237144689	0.101627525462366	10.5241406457639	6.68688202470602e-26	7.55986883136703e-24	7.55986883136703e-24	23.1214857397247	up	2.09876752431706
ENSG00000214814.8	FER1L6	protein_coding	338.043055533832	-3.00342309964089	0.286617188556584	-10.4788659562473	1.08031353812996e-25	1.21390352930847e-23	1.21390352930847e-23	22.915815825908	down	-8.01900423178622
ENSG00000144369.16	FAM171B	protein_coding;nonsense_mediated_decay	1347.35138159478	-1.32653596401323	0.126693694549043	-10.4704181903838	1.18120022313905e-25	1.31922167951554e-23	1.31922167951554e-23	22.8796822202982	down	-2.50799759381709
ENSG00000177283.8	FZD8	protein_coding	149.070495082194	2.47719671818756	0.238223475220755	10.3986255590135	2.51535066305777e-25	2.75910012016837e-23	2.75910012016837e-23	22.5592325398805	up	5.56814475803264
ENSG00000136546.19	SCN7A	protein_coding;nonsense_mediated_decay;retained_intron	5093.44142830614	1.37943467432122	0.13378740059833	10.3106471024331	6.30751734320488e-25	6.76039388427931e-23	6.76039388427931e-23	22.1700279998001	up	2.60166403891466
ENSG00000071282.14	LMCD1	protein_coding;nonsense_mediated_decay;retained_intron	4602.33782016581	1.62867446937188	0.158644939082696	10.2661608922987	1.00109559688452e-24	1.05418226625074e-22	1.05418226625074e-22	21.977084293883	up	3.09228752536823
ENSG00000163110.17	PDLIM5	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay;retained_intron	1367.63237783423	1.56204326765071	0.152451757086987	10.2461480110028	1.2315407804773e-24	1.28219398319975e-22	1.28219398319975e-22	21.8920462654099	up	2.95271736454163
ENSG00000145777.15	TSLP	protein_coding	153.454528158063	-2.80034260104143	0.274550276114863	-10.1997442532888	1.98795280980553e-24	2.05808957185934e-22	2.05808957185934e-22	21.6865357278643	down	-6.9660585604125
ENSG00000183160.11	TMEM119	protein_coding	3065.67675997281	-1.16561431037225	0.114442929495797	-10.1851142356074	2.31088318077222e-24	2.37904777962405e-22	2.37904777962405e-22	21.6235968357186	down	-2.24328716122195
ENSG00000183044.14	ABAT	protein_coding;nonsense_mediated_decay;protein_coding_CDS_not_defined;retained_intron	533.784007187734	1.12158280429338	0.110142146218178	10.1830483861433	2.36048634246679e-24	2.41661346216544e-22	2.41661346216544e-22	21.6167928095317	up	2.17585558272988
ENSG00000128606.14	LRRC17	protein_coding;protein_coding_CDS_not_defined	1274.89036103224	-2.44474551197997	0.242299058478585	-10.0897854384195	6.1303367222447e-24	6.17321558019264e-22	6.17321558019264e-22	21.2094885563954	down	-5.44429602024688
ENSG00000185813.13	PCYT2	protein_coding;retained_intron;nonsense_mediated_decay	545.522118986185	1.10742523775404	0.110030060204361	10.0647517205497	7.90866250875163e-24	7.9206974299606e-22	7.9206974299606e-22	21.1012365764095	up	2.15460773449394
ENSG00000127824.17	TUBA4A	protein_coding;retained_intron;protein_coding_CDS_not_defined	250.430889940285	-1.66782044228248	0.165751237587971	-10.0621899815215	8.11722565363324e-24	8.0856342889272e-22	8.0856342889272e-22	21.0922859055812	down	-3.17734212400994
ENSG00000112773.18	TENT5A	protein_coding	541.427186919265	-1.25064426162175	0.124636958883682	-10.0342969920256	1.07724014286872e-23	1.06727856735402e-21	1.06727856735402e-21	20.971722211808	down	-2.37947659118322
ENSG00000213160.12	KLHL23	protein_coding;retained_intron	239.476217082443	1.70761582155714	0.170474720149524	10.0168272460537	1.2856389435801e-23	1.26693874076439e-21	1.26693874076439e-21	20.8972443836889	up	3.26620608340566
ENSG00000140807.8	NKD1	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	286.570366672696	2.43619310133944	0.243287499325012	10.0136386295989	1.32777271392325e-23	1.30149976447753e-21	1.30149976447753e-21	20.8855559061457	up	5.41211727489703
ENSG00000276600.7	RAB7B	protein_coding;nonsense_mediated_decay	308.33033034842	-1.72737717743018	0.17300148571577	-9.98475342730958	1.7774244021066e-23	1.72391457273791e-21	1.72391457273791e-21	20.7634842591075	down	-3.31125284335565
ENSG00000106615.12	RHEB	protein_coding;retained_intron;nonsense_mediated_decay	2281.02069222286	1.00953185419894	0.101135665767781	9.98195687480752	1.82824975542955e-23	1.75473887984666e-21	1.75473887984666e-21	20.7557875011235	up	2.01325770417878
ENSG00000184254.20	ALDH1A3	protein_coding;nonsense_mediated_decay;protein_coding_CDS_not_defined;retained_intron	1552.58676563577	-1.02350828226707	0.103205045235861	-9.91723108039913	3.50340240631665e-23	3.3451139659898e-21	3.3451139659898e-21	20.4755890814964	down	-2.0328563644493
ENSG00000099204.24	ABLIM1	protein_coding;retained_intron;protein_coding_CDS_not_defined	870.685071602109	1.52028059551826	0.153375686088056	9.91213558220331	3.68679986644284e-23	3.50207979066024e-21	3.50207979066024e-21	20.4556739632644	up	2.86846834164081
ENSG00000159884.13	CCDC107	protein_coding;nonsense_mediated_decay	582.828237683855	1.04323979962174	0.105990831471327	9.84273625501245	7.36791790819226e-23	6.96287134421369e-21	6.96287134421369e-21	20.1572116293848	up	2.06085042597733
ENSG00000114270.19	COL7A1	protein_coding;retained_intron;protein_coding_CDS_not_defined	1605.15503817158	1.34843256110112	0.137076187145298	9.8371029219817	7.79223668862198e-23	7.28910343644293e-21	7.28910343644293e-21	20.1373258868468	up	2.54635322539594
ENSG00000110900.18	TSPAN11	protein_coding	265.637129123688	-1.43626682425398	0.146701051863423	-9.7904330337803	1.23764685156056e-22	1.14609830053055e-20	1.14609830053055e-20	19.9407781314549	down	-2.7061969228251
ENSG00000131386.22	GALNT15	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	14746.9762589307	1.63515174906904	0.167157877773058	9.78208009609335	1.34419113528411e-22	1.23853771205078e-20	1.23853771205078e-20	19.9070907651087	up	3.10620220695928
ENSG00000198542.17	ITGBL1	protein_coding;retained_intron;nonsense_mediated_decay	4677.1531106852	1.01872822250821	0.104338059556641	9.76372597724215	1.61124330249936e-22	1.47721351136608e-20	1.47721351136608e-20	19.8305567287188	up	2.02613207795224
ENSG00000133216.18	EPHB2	protein_coding;protein_coding_CDS_not_defined	393.810385537993	-1.77297172820701	0.181870782086217	-9.74852424270398	1.87169263431285e-22	1.70750256758006e-20	1.70750256758006e-20	19.7676386345952	down	-3.41757199040672
ENSG00000019995.7	ZRANB1	protein_coding;protein_coding_CDS_not_defined	2078.85985363448	1.02003329619539	0.104664107771954	9.7457793116422	1.92297681227646e-22	1.74564614269117e-20	1.74564614269117e-20	19.7580437868913	up	2.02796576279431
ENSG00000165507.11	DEPP1	protein_coding;protein_coding_CDS_not_defined	18831.9735752558	1.57601235121026	0.162604629695345	9.69229691776347	3.25132923922493e-22	2.92270708392375e-20	2.92270708392375e-20	19.5342147078071	up	2.98144629826621
ENSG00000125848.12	FLRT3	protein_coding;protein_coding_CDS_not_defined	187.555990732208	-2.6143056322739	0.270654841451306	-9.65918665358233	4.49417802159937e-22	3.98166887413621e-20	3.98166887413621e-20	19.3999348598573	down	-6.12328414830725
ENSG00000157510.16	AFAP1L1	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	528.094752939835	1.83441269243891	0.19062573134878	9.62311163062535	6.38692384037414e-22	5.63149437944568e-20	5.63149437944568e-20	19.2493763450013	up	3.56626199047245
ENSG00000108950.14	FAM20A	protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay;protein_coding	1174.63923187601	1.15607745934638	0.120304268514993	9.60961297231358	7.28221897734851e-22	6.39032053878944e-20	6.39032053878944e-20	19.1944773570629	up	2.22850694858609
ENSG00000286190.4	ENSG00000286190	protein_coding	376.393814381394	-1.34412757655144	0.140131408470932	-9.59190798992263	8.64709163839854e-22	7.55206657404779e-20	7.55206657404779e-20	19.1219341902388	down	-2.53876626350558
ENSG00000164292.15	RHOBTB3	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	15738.8601321563	1.03334151691276	0.107762414028658	9.58907172066467	8.88810512719507e-22	7.72594345679013e-20	7.72594345679013e-20	19.1120484746139	up	2.04675939404979
ENSG00000128045.8	RASL11B	protein_coding;protein_coding_CDS_not_defined;retained_intron	125.406468239876	4.54737868860242	0.476353955871903	9.54621795945631	1.34517549478246e-21	1.14763398230792e-19	1.14763398230792e-19	18.9401966004484	up	23.3828469431436
ENSG00000168646.16	AXIN2	protein_coding;retained_intron	484.814057391605	1.24405408674674	0.130427728105331	9.53826387087001	1.45243361063959e-21	1.23343071782794e-19	1.23343071782794e-19	18.90888523994	up	2.36863202223727
ENSG00000137962.15	ARHGAP29	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	4724.30162046843	1.19287321330757	0.125204488445318	9.52739976113998	1.61271981692073e-21	1.36326609111079e-19	1.36326609111079e-19	18.8654193674798	up	2.28607575745962
ENSG00000169744.15	LDB2	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	807.859171236148	-1.23320547193125	0.129775099302076	-9.5026355484478	2.04644080959255e-21	1.72200051320418e-19	1.72200051320418e-19	18.7639667234505	down	-2.35088745177186
ENSG00000181061.16	HIGD1A	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	2316.93560427135	1.27529142522712	0.134294735340051	9.49621310171187	2.17662064833317e-21	1.82321660488562e-19	1.82321660488562e-19	18.7391617324869	up	2.42047706681717
ENSG00000183876.10	ARSI	protein_coding	212.757918461702	-1.87771764276462	0.19803845108733	-9.48158113969796	2.50458790604588e-21	2.08844099242595e-19	2.08844099242595e-19	18.6801777909403	down	-3.67493222372146
ENSG00000179820.19	MYADM	protein_coding;protein_coding_CDS_not_defined	5682.32703913717	1.48189157833516	0.156443467187162	9.4723774982709	2.73545443536386e-21	2.27067361868853e-19	2.27067361868853e-19	18.6438452857667	up	2.79314714597419
ENSG00000198431.19	TXNRD1	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	22794.7463407049	1.45143750237237	0.153506741966714	9.45520362022333	3.223938749702e-21	2.66415889145778e-19	2.66415889145778e-19	18.5744398772399	up	2.73480411716485
ENSG00000205978.8	NYNRIN	protein_coding;protein_coding_CDS_not_defined	1619.5364082575	-1.12041211134558	0.118647491301609	-9.44320102392578	3.61561523905385e-21	2.97448917970019e-19	2.97448917970019e-19	18.5265876065693	down	-2.17409067365974
ENSG00000145675.18	PIK3R1	protein_coding;retained_intron;nonsense_mediated_decay;protein_coding_CDS_not_defined	3501.63381829445	1.53752639491005	0.16289549034326	9.43872903829391	3.77328318300197e-21	3.07672842904249e-19	3.07672842904249e-19	18.5119108355606	up	2.90296342424742
ENSG00000099194.8	SCD	protein_coding;nonsense_mediated_decay	1450.12232796259	-1.94489122568084	0.206510313229752	-9.41788908875006	4.60247496280482e-21	3.70368596570163e-19	3.70368596570163e-19	18.4313658441134	down	-3.85008747790932
ENSG00000163171.10	CDC42EP3	protein_coding;retained_intron	1540.69225260634	1.37892916667207	0.146441143297216	9.41626878638472	4.67402736725854e-21	3.74491201408002e-19	3.74491201408002e-19	18.4265583815021	up	2.60075259841518
ENSG00000013297.14	CLDN11	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	3583.21842071491	-1.75807214292365	0.187154393342041	-9.39369956285569	5.79289732062609e-21	4.62127756816007e-19	4.62127756816007e-19	18.3352379456341	down	-3.38245828735414
ENSG00000162772.20	ATF3	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	378.414598665907	1.77983352019795	0.191670755981709	9.28588981183854	1.60361576871742e-20	1.26830177621994e-18	1.26830177621994e-18	17.8967773993298	up	3.43386547196273
ENSG00000157514.20	TSC22D3	protein_coding	2255.57423126531	3.20586223730215	0.345594532966273	9.27636849398602	1.75353342355628e-20	1.38094503971347e-18	1.38094503971347e-18	17.8598236055808	up	9.2270037134361
ENSG00000143891.19	GALM	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	572.916064923619	-1.07000824074874	0.11535804017272	-9.27554108189312	1.76719779621443e-20	1.385783871857e-18	1.385783871857e-18	17.8583044974147	down	-2.09944535935243
ENSG00000171819.6	ANGPTL7	protein_coding;protein_coding_CDS_not_defined	254.779567081742	5.17502931346406	0.557972088281965	9.27471001174689	1.78102855381511e-20	1.39071161820783e-18	1.39071161820783e-18	17.8567629171722	up	36.1275950065024
ENSG00000113389.18	NPR3	protein_coding;retained_intron	4672.8272291963	1.00584134893116	0.108572418518915	9.26424374304539	1.96464607035461e-20	1.52761594027404e-18	1.52761594027404e-18	17.8159858185254	up	2.00811424494156
ENSG00000164742.18	ADCY1	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	360.800862875477	-2.68146825118447	0.290617081292472	-9.22680882781933	2.78814628086045e-20	2.15882183460909e-18	2.15882183460909e-18	17.6657831980729	down	-6.41508442196783
ENSG00000164484.14	TMEM200A	protein_coding	854.114424379173	-1.15936155095069	0.12569237446071	-9.22380180917891	2.86748784964714e-20	2.21096510850617e-18	2.21096510850617e-18	17.6554181110182	down	-2.23358560830301
ENSG00000092621.15	PHGDH	retained_intron;protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	1259.75061679244	-1.42457245192738	0.15472490395197	-9.20713095009968	3.34957942116741e-20	2.57191873221971e-18	2.57191873221971e-18	17.5897427584174	down	-2.68434937069327
ENSG00000003402.23	CFLAR	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	3353.95068011363	1.19246304578137	0.129526072175847	9.20635533641805	3.37386183161051e-20	2.57981434991363e-18	2.57981434991363e-18	17.588411545862	up	2.28542590372698
ENSG00000159212.15	CLIC6	protein_coding	797.635104558446	1.08169888128342	0.117526751191631	9.20385248733434	3.45341241312641e-20	2.62973074169808e-18	2.62973074169808e-18	17.5800887166742	up	2.11652698300214
ENSG00000136436.18	CALCOCO2	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	3410.21895479588	1.11676623749777	0.1214518362012	9.19513670956537	3.74518062335108e-20	2.82853231668499e-18	2.82853231668499e-18	17.5484388549728	up	2.16860340646162
ENSG00000146592.18	CREB5	protein_coding;protein_coding_CDS_not_defined;retained_intron	701.179269276858	-2.19885534275288	0.239558214166506	-9.17879334842826	4.35948901207813e-20	3.26571802904779e-18	3.26571802904779e-18	17.4860213161441	down	-4.59114928348058
ENSG00000088756.15	ARHGAP28	protein_coding;nonsense_mediated_decay;retained_intron	726.375725436478	-1.66154171711968	0.181409545695467	-9.15906442932677	5.23491829805406e-20	3.87426001592531e-18	3.87426001592531e-18	17.4118112355291	down	-3.16354412164039
ENSG00000164930.14	FZD6	protein_coding;nonsense_mediated_decay	1453.68777709471	1.00286658663037	0.109896473845111	9.12555745913939	7.13680040955617e-20	5.26067831789204e-18	5.26067831789204e-18	17.2789582538074	up	2.00397788353315
ENSG00000169218.16	RSPO1	protein_coding;nonsense_mediated_decay	693.363340399432	1.44683605592288	0.158744789911039	9.1142270353168	7.92332516355409e-20	5.79691543685072e-18	5.79691543685072e-18	17.2368030349021	up	2.72609541063671
ENSG00000106617.18	PRKAG2	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay;retained_intron	1088.97352718003	1.60825687498496	0.177174517073992	9.07724712077701	1.11355573834634e-19	8.11091112499859e-18	8.11091112499859e-18	17.0909303573384	up	3.04883246359542
ENSG00000127083.10	OMD	protein_coding	437.69995352302	1.76465859871768	0.194700819124682	9.0634369524025	1.26403480624215e-19	9.17072181473637e-18	9.17072181473637e-18	17.0375964802711	up	3.39793580933587
ENSG00000242265.6	PEG10	protein_coding_CDS_not_defined;protein_coding	571.501516797449	-1.00209418471626	0.110972055637555	-9.03014888711432	1.71438384818332e-19	1.23408849821571e-17	1.23408849821571e-17	16.9086536953201	down	-2.00290526456256
ENSG00000243244.9	STON1	protein_coding;nonsense_mediated_decay;retained_intron	1840.80910541709	1.32989390233244	0.147764310904209	9.00010221815039	2.25507621941162e-19	1.61071878183401e-17	1.61071878183401e-17	16.7929802771839	up	2.51384187104864
ENSG00000138074.17	SLC5A6	protein_coding;nonsense_mediated_decay;protein_coding_CDS_not_defined;retained_intron	483.660602127661	1.27405970379355	0.141876537986928	8.98005915474864	2.70621223431765e-19	1.91073099823776e-17	1.91073099823776e-17	16.7188004506761	up	2.41841143196447
ENSG00000111728.13	ST8SIA1	nonsense_mediated_decay;protein_coding;protein_coding_CDS_not_defined	209.275652348741	-1.55276624143203	0.173009703766269	-8.97502398784389	2.83290054689911e-19	1.99254546863575e-17	1.99254546863575e-17	16.7005917594915	down	-2.93379129028171
ENSG00000118689.17	FOXO3	protein_coding;nonsense_mediated_decay	5344.30493484385	1.30362466432801	0.14547150874178	8.96137446846733	3.2065610130393e-19	2.24678731362312e-17	2.24678731362312e-17	16.6484380370119	up	2.46848292265661
ENSG00000120837.10	NFYB	protein_coding;retained_intron;nonsense_mediated_decay	2002.32928117385	1.00890053026488	0.112640496734038	8.95681890188261	3.34179914413247e-19	2.3326770692452e-17	2.3326770692452e-17	16.6321453798313	up	2.01237689452762
ENSG00000170775.4	GPR37	protein_coding	232.737287870523	1.52684371542078	0.172369864371414	8.85795043692103	8.14989342160308e-19	5.60396402885453e-17	5.60396402885453e-17	16.2515046610594	up	2.88154732788798
ENSG00000274276.6	ENSG00000274276	artifact	541.043479269396	1.46915708919667	0.166191208165955	8.84016131424713	9.55805001693799e-19	6.52354613748642e-17	6.52354613748642e-17	16.1855162617399	up	2.76860087738285
ENSG00000108604.20	SMARCD2	protein_coding;retained_intron;nonsense_mediated_decay	2233.80473753106	1.27103496905017	0.143966081548602	8.82871128656151	1.058886604911e-18	7.14767851842487e-17	7.14767851842487e-17	16.1458349890167	up	2.41334633510686
ENSG00000165802.25	NSMF	protein_coding;retained_intron;nonsense_mediated_decay	1648.61222653358	1.03484044078141	0.117299757264294	8.82218740188658	1.12245196145628e-18	7.54910392179431e-17	7.54910392179431e-17	16.1221045960418	up	2.04888703068031
ENSG00000128311.16	TST	protein_coding	332.817277076502	1.30011777299494	0.14740220081961	8.82020597905464	1.14249361027829e-18	7.6559535455303e-17	7.6559535455303e-17	16.1160007104168	up	2.46248984142836
ENSG00000258947.9	TUBB3	protein_coding;nonsense_mediated_decay;protein_coding_CDS_not_defined;retained_intron	543.142139473684	-1.45753430659195	0.165726534643532	-8.79481556605895	1.43283136086735e-18	9.56674504277664e-17	9.56674504277664e-17	16.0192357999885	down	-2.74638580670261
ENSG00000165072.12	MAMDC2	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	772.892477933232	2.56598095386519	0.293211959720143	8.75128339346835	2.10939910881335e-18	1.38828595632901e-16	1.38828595632901e-16	15.8575210695694	up	5.92157501618527
ENSG00000143127.15	ITGA10	protein_coding;retained_intron;protein_coding_CDS_not_defined	254.495267058769	3.34235910275072	0.384594757339042	8.69059975199882	3.60531096323173e-18	2.33938980388853e-16	2.33938980388853e-16	15.6308974072747	up	10.1426244735003
ENSG00000107796.16	ACTA2	protein_coding;retained_intron;nonsense_mediated_decay	5918.59787333947	1.14724272048833	0.132160684853373	8.68066567422184	3.93459134931375e-18	2.53519753094943e-16	2.53519753094943e-16	15.5959881967807	up	2.21490177496247
