gene_id	gene_name	gene_type	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	padj_plot	neg_log10_padj	direction
ENSG00000109906.17	ZBTB16	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	999.951726186938	6.09739768279989	0.239807546421952	25.4262127017106	1.29411124951e-142	1.19239410529852e-138	1.19239410529852e-138	137.923580179606	Up
ENSG00000120129.8	DUSP1	protein_coding;nonsense_mediated_decay	3500.65162504364	2.97144242585198	0.121672052620604	24.4217333549677	1.00519610783885e-131	6.17458462508478e-128	6.17458462508478e-128	127.209392252822	Up
ENSG00000179094.19	PER1	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	789.18127182908	3.02864188132827	0.156186410178341	19.3911997712863	9.15756983820647e-84	1.05472310611543e-80	1.05472310611543e-80	79.976861539674	Up
ENSG00000162692.14	VCAM1	protein_coding;retained_intron;nonsense_mediated_decay	498.867130868347	-3.59437169171568	0.164591815518057	-21.8380949283675	1.00874446938448e-105	3.71782861636342e-102	3.71782861636342e-102	101.429710634113	Down
ENSG00000101347.13	SAMHD1	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	14435.5355874029	3.76224224308951	0.172940993177246	21.7544850065341	6.26458629518588e-105	1.92406327079476e-101	1.92406327079476e-101	100.715780650747	Up
ENSG00000211445.14	GPX3	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined;TEC	12732.2285774895	3.77661660286304	0.18250923929973	20.6927420077666	4.02651660968587e-95	6.18338734027427e-92	6.18338734027427e-92	91.2087735475372	Up
ENSG00000196136.20	SERPINA3	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	2884.92799253261	3.23370882752618	0.150959766535184	21.4209978045542	8.5145413123245e-102	1.74339963670573e-98	1.74339963670573e-98	97.7586030488498	Up
ENSG00000154734.18	ADAMTS1	protein_coding;retained_intron;nonsense_mediated_decay	30677.5776971371	2.33503478950827	0.107965431729465	21.6276149884649	9.87588310099479e-104	2.27490967231415e-100	2.27490967231415e-100	99.6430358427846	Up
